Price,District,DistrictCode,Size,StationDistance,BuildYear,Reform
31,墨田区,D07,25,4,2022,0
27,墨田区,D07,25,4,2022,0
27,墨田区,D07,25,4,2022,0
33,墨田区,D07,35,6,2009,0
35,墨田区,D07,45,4,1984,1
20,墨田区,D07,20,5,1998,0
38,墨田区,D07,45,7,1978,1
21,墨田区,D07,50,5,1978,0
22,墨田区,D07,35,8,1978,1
14,墨田区,D07,30,5,1980,0
11,墨田区,D07,35,8,1978,0
42,墨田区,D07,35,5,2008,0
22,墨田区,D07,20,3,2004,0
23,墨田区,D07,20,2,2008,0
20,墨田区,D07,20,3,2004,0
29,墨田区,D07,50,6,1985,1
7,墨田区,D07,15,4,1988,0
45,墨田区,D07,55,8,1980,1
21,墨田区,D07,25,4,2014,0
20,墨田区,D07,25,4,2014,0
34,墨田区,D07,65,8,1998,0
26,墨田区,D07,25,4,2014,1
20,墨田区,D07,60,2,1983,0
40,墨田区,D07,40,4,2016,0
22,墨田区,D07,20,6,2008,1
24,墨田区,D07,25,4,2014,0
45,墨田区,D07,55,6,1984,1
15,墨田区,D07,20,8,1990,1
75,墨田区,D07,65,3,2017,0
57,墨田区,D07,60,9,1997,1
14,墨田区,D07,60,4,1982,1
31,墨田区,D07,25,3,2016,0
24,墨田区,D07,20,2,2005,0
24,墨田区,D07,20,3,2009,0
34,墨田区,D07,60,5,1976,0
25,墨田区,D07,25,5,2013,1
24,墨田区,D07,25,2,2005,0
53,墨田区,D07,55,2,1998,0
37,墨田区,D07,35,2,2011,0
39,墨田区,D07,50,6,1972,1
20,墨田区,D07,20,5,2009,0
13,墨田区,D07,15,4,1991,0
59,墨田区,D07,55,2,2003,1
29,墨田区,D07,25,8,2022,0
28,墨田区,D07,30,3,1997,0
32,墨田区,D07,50,2,1991,1
22,墨田区,D07,20,3,2010,0
32,墨田区,D07,25,7,2022,0
23,墨田区,D07,25,3,2010,0
22,墨田区,D07,20,7,2011,0
5.2,墨田区,D07,15,5,1995,0
24,墨田区,D07,20,7,2011,0
25,墨田区,D07,25,7,2016,0
24,墨田区,D07,25,7,2016,0
40,墨田区,D07,65,2,1999,0
31,墨田区,D07,25,7,2022,0
37,墨田区,D07,50,5,1989,1
46,墨田区,D07,80,6,1985,1
24,墨田区,D07,25,3,2012,0
25,墨田区,D07,55,6,1985,0
39,墨田区,D07,30,3,2022,0
45,墨田区,D07,40,1,2015,0
48,墨田区,D07,50,5,2019,0
24,墨田区,D07,25,6,2015,0
43,墨田区,D07,55,5,1995,1
14,墨田区,D07,15,6,2007,1
24,墨田区,D07,25,6,2017,0
63,墨田区,D07,80,2,2003,0
24,墨田区,D07,35,4,1989,1
25,墨田区,D07,15,14,2007,1
64,墨田区,D07,60,8,2014,0
27,墨田区,D07,25,7,2016,0
88,墨田区,D07,75,8,2006,0
32,墨田区,D07,60,6,1997,0
21,墨田区,D07,25,10,2005,1
25,墨田区,D07,20,7,2006,0
22,墨田区,D07,20,6,2011,0
12,墨田区,D07,15,9,1991,0
32,墨田区,D07,30,8,2011,1
49,墨田区,D07,50,9,2004,1
50,墨田区,D07,50,9,2013,1
43,墨田区,D07,50,10,2000,0
24,墨田区,D07,25,11,2017,0
29,墨田区,D07,25,10,2013,0
30,墨田区,D07,25,10,2013,1
26,墨田区,D07,25,11,2017,0
44,墨田区,D07,55,9,1999,0
41,墨田区,D07,35,6,2007,0
28,墨田区,D07,25,6,2015,0
20,墨田区,D07,30,9,1990,0
26,墨田区,D07,25,8,2014,0
30,墨田区,D07,25,7,2015,0
21,墨田区,D07,20,1,2011,0
14,墨田区,D07,15,7,1992,0
27,墨田区,D07,25,8,2018,0
72,墨田区,D07,70,8,2008,1
22,墨田区,D07,20,9,2008,0
36,墨田区,D07,35,6,1989,1
27,墨田区,D07,25,9,2017,0
73,墨田区,D07,70,7,2001,1
70,墨田区,D07,60,3,2015,0
24,墨田区,D07,25,6,2013,0
22,墨田区,D07,30,7,1989,0
60,墨田区,D07,75,7,2001,0
21,墨田区,D07,40,10,1982,0
27,墨田区,D07,25,9,2013,0
37,墨田区,D07,60,5,2000,0
25,墨田区,D07,25,7,2018,0
17,墨田区,D07,35,3,1989,1
30,墨田区,D07,30,4,1998,1
26,墨田区,D07,25,8,2011,0
20,墨田区,D07,20,6,2008,0
37,墨田区,D07,40,4,2013,0
24,墨田区,D07,25,8,1983,1
24,墨田区,D07,20,4,2002,0
23,墨田区,D07,20,6,2013,0
23,墨田区,D07,20,4,2002,1
60,墨田区,D07,60,4,2001,0
68,江東区,D08,50,5,2019,0
85,江東区,D08,60,4,2019,0
70,江東区,D08,55,5,2019,0
81,江東区,D08,65,8,2010,0
70,江東区,D08,70,4,2004,0
56,江東区,D08,65,10,2006,0
80,江東区,D08,70,10,2014,1
86,江東区,D08,80,8,2010,0
66,江東区,D08,55,3,2020,0
65,江東区,D08,55,9,2009,0
76,江東区,D08,65,10,2006,0
69,江東区,D08,55,3,2020,0
33,江東区,D08,25,8,2019,0
34,江東区,D08,25,6,2016,1
23,江東区,D08,20,6,2006,0
51,江東区,D08,70,12,2001,0
27,江東区,D08,20,8,2011,0
63,江東区,D08,75,3,1986,0
43,江東区,D08,55,5,1973,1
36,江東区,D08,55,5,1973,0
28,江東区,D08,25,11,2014,0
27,江東区,D08,20,10,2013,1
76,江東区,D08,60,13,2013,1
58,江東区,D08,55,4,1997,1
54,江東区,D08,60,9,2004,1
53,江東区,D08,85,8,1982,1
30,江東区,D08,25,6,2018,0
63,江東区,D08,65,3,2014,0
18,江東区,D08,55,6,1970,0
30,江東区,D08,65,1,1998,0
53,江東区,D08,60,12,2005,1
32,江東区,D08,25,1,2020,0
26,江東区,D08,20,6,2011,1
70,江東区,D08,65,5,1999,1
41,江東区,D08,30,8,2023,0
40,江東区,D08,45,8,1989,1
73,江東区,D08,80,5,2012,0
28,江東区,D08,65,2,1986,0
19,江東区,D08,20,9,2006,1
34,江東区,D08,40,15,1981,1
27,江東区,D08,45,12,2007,0
65,江東区,D08,65,9,2005,1
48,江東区,D08,50,3,2001,1
110,江東区,D08,65,3,2021,0
28,江東区,D08,25,5,2017,0
30,江東区,D08,25,8,2015,0
32,江東区,D08,25,5,2022,0
20,江東区,D08,50,7,1990,0
88,江東区,D08,75,9,2012,0
23,江東区,D08,25,9,2010,0
22,江東区,D08,20,7,2007,0
24,江東区,D08,200,5,2008,0
21,江東区,D08,20,6,2007,0
80,江東区,D08,70,3,2004,0
25,江東区,D08,20,4,2012,0
58,江東区,D08,55,4,1999,1
8.8,江東区,D08,25,13,1974,0
20,江東区,D08,25,5,2013,0
40,江東区,D08,55,11,1973,1
48,江東区,D08,75,9,1999,0
56,江東区,D08,75,11,2005,0
31,江東区,D08,70,11,2005,0
21,江東区,D08,25,12,2018,0
48,江東区,D08,65,13,1995,0
21,江東区,D08,20,12,2007,0
6,江東区,D08,20,10,1989,0
43,江東区,D08,60,18,2000,1
65,江東区,D08,75,15,2008,0
21,江東区,D08,30,8,2006,1
54,江東区,D08,75,10,1996,0
24,江東区,D08,50,14,1972,1
29,江東区,D08,25,3,2012,0
29,江東区,D08,25,2,2019,0
66,江東区,D08,65,8,1998,1
26,江東区,D08,25,7,2006,1
32,江東区,D08,25,4,2019,0
28,江東区,D08,20,9,2014,0
24,江東区,D08,35,10,1997,0
52,江東区,D08,55,6,1994,1
61,江東区,D08,75,3,1982,1
83,江東区,D08,75,12,2016,0
26,江東区,D08,25,11,2013,0
77,江東区,D08,85,12,2000,0
66,江東区,D08,65,10,2008,0
53,江東区,D08,45,4,2012,0
72,江東区,D08,65,4,2012,0
26,江東区,D08,25,5,2014,0
75,江東区,D08,60,9,2014,0
66,江東区,D08,60,4,2012,0
67,江東区,D08,60,4,2012,0
110,江東区,D08,110,6,2004,1
64,江東区,D08,85,9,2007,0
86,江東区,D08,80,10,2009,1
87,江東区,D08,70,11,2020,0
75,江東区,D08,75,7,1984,1
80,江東区,D08,65,6,2012,1
96,江東区,D08,70,6,2010,0
67,江東区,D08,75,8,1984,1
70,江東区,D08,60,2,2005,0
72,江東区,D08,55,6,2010,0
69,江東区,D08,75,8,1984,1
74,江東区,D08,70,6,2004,1
31,江東区,D08,25,3,2008,0
19,江東区,D08,40,4,1973,0
23,江東区,D08,25,3,2014,0
72,江東区,D08,70,2,2005,0
50,江東区,D08,50,2,2005,0
30,江東区,D08,25,8,2018,0
32,江東区,D08,25,4,2012,0
31,江東区,D08,25,2,2014,0
34,江東区,D08,50,10,1980,1
52,江東区,D08,70,9,2013,0
28,江東区,D08,20,3,2013,0
31,江東区,D08,25,7,2016,0
64,江東区,D08,65,5,1997,0
31,江東区,D08,25,3,2014,0
23,江東区,D08,20,7,2007,0
30,江東区,D08,55,7,1973,1
69,江東区,D08,65,10,2017,0
29,江東区,D08,35,7,1974,1
12,江東区,D08,20,2,1973,1
43,江東区,D08,55,3,1979,1
71,江東区,D08,60,5,2016,0
17,江東区,D08,30,5,1974,0
35,江東区,D08,60,5,1974,0
38,江東区,D08,60,12,1978,1
45,江東区,D08,50,3,1977,1
39,江東区,D08,55,5,1974,1
27,江東区,D08,25,10,2013,0
23,江東区,D08,45,5,1972,0
83,江東区,D08,60,6,2014,0
92,江東区,D08,65,6,2016,0
130,江東区,D08,80,7,2008,0
73,江東区,D08,70,9,2001,1
100,江東区,D08,70,5,2016,0
70,江東区,D08,50,12,2014,0
100,江東区,D08,55,6,2021,0
94,江東区,D08,65,5,2016,0
52,江東区,D08,55,9,1980,1
65,江東区,D08,55,5,2008,0
90,江東区,D08,70,7,2009,1
44,江東区,D08,65,9,1981,0
60,江東区,D08,65,4,2005,0
98,江東区,D08,65,4,2016,0
69,江東区,D08,80,4,1981,1
85,江東区,D08,85,4,2007,0
70,江東区,D08,70,8,2000,0
73,江東区,D08,75,4,2001,0
120,江東区,D08,85,4,2016,0
91,江東区,D08,70,5,2009,0
83,江東区,D08,80,7,2005,0
97,江東区,D08,75,5,2009,0
60,江東区,D08,55,4,2001,0
48,江東区,D08,60,11,1982,1
220,江東区,D08,105,7,2009,0
65,江東区,D08,70,10,2000,1
71,江東区,D08,55,4,2016,0
93,江東区,D08,75,7,2005,1
140,江東区,D08,70,6,2008,0
140,江東区,D08,85,7,2009,0
73,江東区,D08,70,5,2007,0
43,江東区,D08,70,18,1996,1
46,江東区,D08,70,18,1996,1
51,江東区,D08,70,14,2009,0
40,江東区,D08,70,8,1987,1
26,江東区,D08,70,21,1999,0
50,江東区,D08,80,20,2005,1
70,江東区,D08,70,13,2020,0
45,江東区,D08,70,11,2000,0
13,江東区,D08,40,23,1969,1
48,江東区,D08,70,20,2005,0
19,江東区,D08,20,16,2008,0
83,江東区,D08,70,16,2005,1
57,江東区,D08,80,8,1998,0
22,江東区,D08,20,7,2006,0
32,江東区,D08,25,6,2016,0
32,江東区,D08,25,6,2016,0
31,江東区,D08,25,6,2016,0
20,江東区,D08,20,3,1999,0
31,江東区,D08,25,8,2015,0
79,江東区,D08,80,9,2002,0
25,江東区,D08,30,4,1973,1
59,江東区,D08,60,6,1996,1
37,江東区,D08,50,5,1972,0
60,江東区,D08,70,16,2010,0
93,江東区,D08,70,2,2002,1
32,江東区,D08,55,10,1975,1
49,江東区,D08,65,5,1998,0
42,江東区,D08,60,8,1983,1
46,江東区,D08,70,11,2004,0
32,江東区,D08,55,9,1977,1
59,江東区,D08,75,10,1988,1
28,江東区,D08,25,12,2009,0
60,江東区,D08,75,6,2001,0
24,江東区,D08,20,5,2009,0
53,江東区,D08,55,12,2000,0
81,江東区,D08,80,3,1994,1
49,江東区,D08,45,3,1994,1
28,江東区,D08,20,5,2006,0
22,江東区,D08,20,3,2006,0
60,江東区,D08,80,7,1981,1
50,江東区,D08,60,4,1998,0
33,江東区,D08,65,1,1993,0
24,江東区,D08,20,1,2009,0
21,江東区,D08,15,1,2005,0
26,品川区,D09,20,10,2005,0
52,品川区,D09,45,6,1993,1
60,品川区,D09,55,12,2017,0
55,品川区,D09,75,12,1988,1
23,品川区,D09,20,10,2016,0
47,品川区,D09,45,5,1984,1
29,品川区,D09,25,2,2000,0
50,品川区,D09,50,5,1984,0
120,品川区,D09,100,4,2004,0
56,品川区,D09,45,2,1978,0
42,品川区,D09,35,4,2004,0
22,品川区,D09,20,8,2013,0
95,品川区,D09,60,8,2007,1
72,品川区,D09,55,11,1998,0
95,品川区,D09,75,7,1981,1
60,品川区,D09,65,7,1982,0
65,品川区,D09,55,4,1979,1
67,品川区,D09,60,14,1983,1
72,品川区,D09,65,4,1985,1
42,品川区,D09,45,1,1979,1
26,品川区,D09,20,2,1999,0
28,品川区,D09,20,11,2013,0
37,品川区,D09,40,6,2003,0
14,品川区,D09,15,5,1997,0
15,品川区,D09,25,6,1984,0
57,品川区,D09,50,6,2013,0
44,品川区,D09,40,4,1985,1
28,品川区,D09,30,4,2006,0
140,品川区,D09,70,1,2021,0
22,品川区,D09,25,5,2006,0
26,品川区,D09,20,8,2013,0
35,品川区,D09,55,3,1970,0
34,品川区,D09,35,6,1989,1
27,品川区,D09,20,3,2017,1
21,品川区,D09,20,3,2008,0
64,品川区,D09,45,3,2019,0
13,品川区,D09,20,3,1995,0
24,品川区,D09,20,4,2005,0
16,品川区,D09,25,4,1990,0
26,品川区,D09,20,5,2022,0
22,品川区,D09,20,4,2002,0
14,品川区,D09,15,4,1977,0
16,品川区,D09,20,9,1979,1
27,品川区,D09,20,13,2014,0
28,品川区,D09,20,5,2005,0
49,品川区,D09,50,7,1982,1
16,品川区,D09,15,4,1977,1
51,品川区,D09,50,7,1982,1
30,品川区,D09,20,1,2005,0
26,品川区,D09,20,6,2013,0
25,品川区,D09,20,6,2015,0
29,品川区,D09,20,6,2015,0
28,品川区,D09,35,6,1979,1
28,品川区,D09,20,6,2017,0
28,品川区,D09,20,6,2015,0
19,品川区,D09,15,6,1998,0
22,品川区,D09,20,8,2003,0
51,品川区,D09,35,6,2013,0
68,品川区,D09,40,4,2015,0
16,品川区,D09,15,6,1989,0
92,品川区,D09,60,4,2018,0
23,品川区,D09,30,2,1983,1
65,品川区,D09,40,4,2012,0
91,品川区,D09,55,8,2017,0
88,品川区,D09,65,4,2014,1
60,品川区,D09,50,5,2003,0
110,品川区,D09,75,4,1999,1
23,品川区,D09,20,8,2008,0
80,品川区,D09,75,6,1997,1
80,品川区,D09,65,8,2004,1
10,品川区,D09,15,8,1995,0
16,品川区,D09,35,5,1984,0
19,品川区,D09,20,4,2000,0
19,品川区,D09,15,9,1992,0
20,品川区,D09,15,8,1992,0
32,品川区,D09,30,6,2001,0
26,品川区,D09,25,4,1998,1
64,品川区,D09,60,4,2000,1
40,品川区,D09,70,6,2002,0
59,品川区,D09,70,4,2002,0
60,品川区,D09,60,6,1996,1
40,品川区,D09,30,6,2014,0
63,品川区,D09,55,7,2018,0
21,品川区,D09,20,5,2016,0
21,品川区,D09,50,4,1979,0
39,品川区,D09,50,1,1984,1
71,品川区,D09,40,6,2010,1
22,品川区,D09,15,4,2003,0
46,品川区,D09,50,6,1971,1
84,品川区,D09,65,8,2002,0
190,品川区,D09,90,6,2010,1
11,品川区,D09,20,5,1980,0
26,品川区,D09,20,6,1985,1
99,品川区,D09,55,6,2010,0
24,品川区,D09,20,7,1983,1
60,品川区,D09,45,4,1998,1
27,品川区,D09,20,4,2006,0
30,品川区,D09,25,4,2000,0
85,品川区,D09,60,4,2019,0
71,品川区,D09,55,3,2019,0
58,品川区,D09,50,5,2005,0
27,品川区,D09,20,4,2017,0
21,品川区,D09,20,1,2000,0
70,品川区,D09,50,2,2002,1
8.8,品川区,D09,10,4,1984,0
52,品川区,D09,65,3,1986,0
79,品川区,D09,70,6,2002,1
46,品川区,D09,40,12,2004,1
26,品川区,D09,45,6,1978,1
10,品川区,D09,30,8,1975,1
34,品川区,D09,50,6,1970,1
26,品川区,D09,20,8,2011,0
28,品川区,D09,20,9,2014,0
26,品川区,D09,20,6,2017,0
28,品川区,D09,20,2,2017,0
34,品川区,D09,40,9,2004,0
46,品川区,D09,35,1,2004,1
24,品川区,D09,20,6,2008,0
16,品川区,D09,15,7,1999,0
17,品川区,D09,20,6,2008,0
47,品川区,D09,65,4,1999,0
30,品川区,D09,20,1,2022,0
30,品川区,D09,45,11,1977,0
57,品川区,D09,60,8,2018,0
45,品川区,D09,40,6,2022,0
120,品川区,D09,85,4,2009,0
55,品川区,D09,50,6,1981,1
13,品川区,D09,15,9,1987,0
25,品川区,D09,20,8,2009,0
31,品川区,D09,45,6,1971,0
22,品川区,D09,20,5,2006,0
25,品川区,D09,20,4,2011,0
26,品川区,D09,20,4,2006,0
42,品川区,D09,55,5,2006,0
19,品川区,D09,75,8,1984,0
39,品川区,D09,75,7,1984,0
33,品川区,D09,70,9,1984,0
41,品川区,D09,60,13,1985,1
43,品川区,D09,65,12,1984,1
15,品川区,D09,20,5,1986,0
57,目黒区,D10,40,7,2005,0
54,目黒区,D10,35,6,2012,0
86,目黒区,D10,60,6,1999,1
65,目黒区,D10,45,6,2012,0
19,目黒区,D10,20,7,1963,1
39,目黒区,D10,25,9,2015,0
42,目黒区,D10,40,6,1982,1
49,目黒区,D10,40,6,1985,1
80,目黒区,D10,50,2,2009,0
79,目黒区,D10,50,2,2017,0
70,目黒区,D10,50,7,2013,0
80,目黒区,D10,55,5,2012,0
120,目黒区,D10,70,5,2012,0
140,目黒区,D10,80,5,2013,0
150,目黒区,D10,135,8,1985,0
110,目黒区,D10,70,3,2013,0
120,目黒区,D10,65,7,2003,1
99,目黒区,D10,50,3,2012,0
56,目黒区,D10,55,8,1986,0
78,目黒区,D10,70,8,1986,0
86,目黒区,D10,65,6,2004,0
30,目黒区,D10,25,10,1997,1
180,目黒区,D10,135,7,2002,1
17,目黒区,D10,25,7,1992,1
140,目黒区,D10,90,9,2002,0
15,目黒区,D10,30,7,1984,0
78,目黒区,D10,60,15,2013,0
28,目黒区,D10,25,8,1989,1
61,目黒区,D10,40,9,2018,0
120,目黒区,D10,60,9,2012,0
130,目黒区,D10,80,13,1998,1
46,目黒区,D10,45,8,2001,0
27,目黒区,D10,20,5,2006,0
110,目黒区,D10,80,13,1998,0
40,目黒区,D10,40,8,2001,0
32,目黒区,D10,25,9,2012,0
23,目黒区,D10,20,7,2005,1
39,目黒区,D10,45,9,1973,0
9.6,目黒区,D10,15,11,1984,0
37,目黒区,D10,40,9,1973,0
35,目黒区,D10,35,8,2008,0
56,目黒区,D10,50,7,1970,1
61,目黒区,D10,55,9,1968,1
93,目黒区,D10,45,12,2022,0
20,目黒区,D10,25,6,1968,0
42,目黒区,D10,25,5,1992,1
85,目黒区,D10,40,12,2022,0
15,目黒区,D10,20,3,1979,1
68,目黒区,D10,50,8,2005,0
41,目黒区,D10,75,15,1995,0
99,目黒区,D10,75,11,2003,0
13,目黒区,D10,15,8,1986,0
88,目黒区,D10,75,11,2001,1
45,目黒区,D10,45,8,1976,1
69,目黒区,D10,50,8,2014,0
100,目黒区,D10,75,9,2014,0
45,目黒区,D10,30,11,2002,1
140,目黒区,D10,65,9,1994,0
120,目黒区,D10,95,9,1979,1
45,目黒区,D10,40,9,1979,0
49,目黒区,D10,35,8,2009,1
66,目黒区,D10,65,6,1973,0
37,目黒区,D10,25,10,2017,0
180,目黒区,D10,70,6,2019,1
74,目黒区,D10,70,15,1972,1
47,目黒区,D10,40,7,2003,0
200,目黒区,D10,95,6,2020,0
95,目黒区,D10,100,13,1985,0
220,目黒区,D10,80,6,2019,0
75,目黒区,D10,60,14,1995,1
12,目黒区,D10,15,7,1989,1
80,目黒区,D10,95,8,1991,1
19,大田区,D11,20,8,2010,0
30,大田区,D11,25,8,2020,0
30,大田区,D11,40,1,1978,1
38,大田区,D11,70,1,1978,0
68,大田区,D11,80,15,1999,1
19,大田区,D11,20,3,2007,0
49,大田区,D11,65,5,1971,1
23,大田区,D11,35,5,1985,0
12,大田区,D11,20,5,1991,0
50,大田区,D11,75,7,1971,1
25,大田区,D11,25,2,2014,0
14,大田区,D11,20,8,2009,0
25,大田区,D11,25,2,2014,0
9,大田区,D11,10,11,1984,0
12,大田区,D11,20,4,1986,0
25,大田区,D11,20,6,2014,0
65,大田区,D11,65,9,1994,1
22,大田区,D11,20,5,2003,0
66,大田区,D11,65,12,2001,0
53,大田区,D11,85,6,1979,0
22,大田区,D11,20,8,2012,0
29,大田区,D11,25,9,2017,0
12,大田区,D11,15,4,1989,1
30,大田区,D11,25,3,2016,0
32,大田区,D11,60,4,1997,0
37,大田区,D11,65,3,1979,1
27,大田区,D11,25,3,2017,1
29,大田区,D11,40,1,2005,0
23,大田区,D11,20,3,2013,1
53,大田区,D11,60,12,2016,0
33,大田区,D11,50,2,2002,1
39,大田区,D11,65,13,1984,1
27,大田区,D11,60,12,1981,0
9.6,大田区,D11,20,4,1988,0
52,大田区,D11,65,3,1991,1
23,大田区,D11,20,4,2013,0
28,大田区,D11,25,9,2007,0
45,大田区,D11,65,15,2005,0
7.5,大田区,D11,15,12,1989,0
29,大田区,D11,25,11,2015,0
24,大田区,D11,20,4,2013,0
26,大田区,D11,25,4,2007,0
15,大田区,D11,25,4,1994,0
23,大田区,D11,20,11,2009,0
45,大田区,D11,60,6,1999,0
43,大田区,D11,55,2,1978,1
63,大田区,D11,60,4,1996,1
29,大田区,D11,25,5,2008,0
24,大田区,D11,20,4,2013,0
37,大田区,D11,45,1,1982,1
24,大田区,D11,25,7,2019,0
20,大田区,D11,50,16,1988,0
29,大田区,D11,55,24,2005,0
42,大田区,D11,55,23,2013,1
50,大田区,D11,40,6,2016,0
19,大田区,D11,35,5,1985,0
54,大田区,D11,70,10,1984,1
13,大田区,D11,15,5,1985,1
42,大田区,D11,45,10,1984,1
68,大田区,D11,50,1,2015,1
26,大田区,D11,20,5,2012,0
50,大田区,D11,75,1,2015,0
50,大田区,D11,55,2,2004,0
14,大田区,D11,15,10,1989,0
21,大田区,D11,20,9,2013,0
33,大田区,D11,25,2,2018,0
59,大田区,D11,60,7,2002,0
45,大田区,D11,70,11,1997,0
64,大田区,D11,75,14,2004,0
19,大田区,D11,20,12,2007,1
14,大田区,D11,30,3,1971,1
50,大田区,D11,40,4,1996,1
25,大田区,D11,30,5,2009,0
38,大田区,D11,25,6,2023,0
29,大田区,D11,25,6,2018,0
13,大田区,D11,15,5,1991,1
65,大田区,D11,70,6,2005,0
32,大田区,D11,25,2,2022,0
12,大田区,D11,15,3,1991,0
43,大田区,D11,50,5,2006,0
52,大田区,D11,70,11,2004,0
25,大田区,D11,45,12,1984,0
58,大田区,D11,50,14,2008,1
61,大田区,D11,50,8,2019,0
48,大田区,D11,70,11,1987,0
25,大田区,D11,20,9,2007,0
92,大田区,D11,110,8,1993,1
30,大田区,D11,55,6,1989,0
40,大田区,D11,30,6,2021,0
89,大田区,D11,95,12,2004,0
70,大田区,D11,75,10,2002,1
23,大田区,D11,20,4,2012,0
34,大田区,D11,40,4,1999,0
25,大田区,D11,25,8,2014,0
73,大田区,D11,105,12,1982,1
22,大田区,D11,20,9,2012,0
60,大田区,D11,70,11,2007,0
45,大田区,D11,60,10,1985,1
48,大田区,D11,50,11,2007,0
29,大田区,D11,50,11,1978,0
50,大田区,D11,65,9,2004,0
11,大田区,D11,15,7,1991,0
24,大田区,D11,70,11,1981,0
10,大田区,D11,15,7,1991,0
21,大田区,D11,50,11,1978,0
28,大田区,D11,25,4,2017,0
42,大田区,D11,50,5,1995,1
89,大田区,D11,85,2,2001,1
18,大田区,D11,25,4,1972,1
60,大田区,D11,80,4,2000,0
67,大田区,D11,70,16,2018,0
10,大田区,D11,30,6,1972,0
42,大田区,D11,55,16,2003,1
20,大田区,D11,45,6,1971,1
9.5,大田区,D11,15,8,1997,0
24,大田区,D11,20,5,2010,0
29,大田区,D11,30,6,1984,1
36,大田区,D11,45,0,2001,0
29,大田区,D11,25,9,2016,0
22,大田区,D11,20,7,2011,0
30,大田区,D11,25,7,2001,0
72,大田区,D11,60,13,2018,0
28,大田区,D11,25,5,2019,1
20,大田区,D11,20,5,2007,0
98,大田区,D11,15,7,1991,1
21,大田区,D11,20,8,2011,0
28,大田区,D11,20,4,2014,0
25,大田区,D11,20,6,2011,0
55,大田区,D11,70,8,2000,0
59,大田区,D11,90,5,1987,1
25,大田区,D11,25,11,2015,0
34,大田区,D11,40,8,2016,0
64,大田区,D11,70,3,2002,1
27,大田区,D11,20,1,2011,0
23,大田区,D11,20,2,2002,0
21,大田区,D11,20,4,2011,0
66,大田区,D11,70,5,1998,1
21,大田区,D11,45,5,1984,0
26,大田区,D11,25,2,2018,0
59,大田区,D11,60,10,2017,0
15,大田区,D11,40,4,1977,0
43,大田区,D11,65,4,2004,0
1.7,大田区,D11,20,5,2005,0
64,大田区,D11,70,4,2006,0
12,大田区,D11,40,4,1980,0
59,大田区,D11,80,4,2004,1
53,大田区,D11,70,4,2004,0
42,大田区,D11,55,7,1999,1
22,大田区,D11,20,5,2013,0
19,大田区,D11,20,5,2013,0
21,大田区,D11,20,6,2009,0
